id,villeLowerCase,zipCode
12241,aurimont,32450
12242,castelnau d arbieu,32500
12243,loubersan,32300
12244,monbardon,32420
12245,saint puy,32310
12246,gimbrede,32340
12247,pouydraguin,32290
12248,viozan,32300
12249,cezan,32410
12250,cadeillan,32220
12251,caussens,32100
12252,sainte christie,32390
12253,lelin lapujolle,32400
12254,ladeveze ville,32230
12255,traverseres,32450
12256,labarrere,32250
12257,seissan,32260
12258,caillavet,32190
12259,cazaubon,32150
12260,semezies cachan,32450
12261,pompiac,32130
12262,taybosc,32120
12263,belmont,32190
12264,roques,32310
12265,puysegur,32390
12266,ayzieu,32800
12267,luppe violles,32110
12268,saint orens pouy petit,32100
12269,saint germe,32400
12270,lannemaignan,32240
12271,cuelas,32300
12272,aurade,32600
12273,lannux,32400
12274,noulens,32800
12275,prechac,32390
12276,mirepoix,32390
12277,gazax et baccarisse,32230
12278,rozes,32190
12279,tudelle,32190
12280,montreal,32250
12281,blousson serian,32230
12282,tillac,32170
12283,panjas,32110
12284,montegut,32550
12285,sauviac,32300
12286,monbrun,32600
12287,saint arailles,32350
12288,auch,32810
12289,condom,32100
12290,cravenceres,32110
12291,orbessan,32260
12292,betous,32110
12293,esclassan labastide,32140
12294,gaudonville,32380
12295,estang,32240
12296,sabaillan,32420
12297,mansencome,32310
12298,giscaro,32200
12299,berdoues,32300
12300,cazaux saves,32130
12301,bellegarde,32140
12302,monfort,32120
12303,mongausy,32220
12304,saint justin,32230
12305,laguian mazous,32170
12306,mirande,32300
12307,maumusson laguian,32400
12308,peyrusse vieille,32230
12309,ligardes,32480
12310,ayguetinte,32410
12311,izotges,32400
12312,manciet,32370
12313,ansan,32270
12314,moncorneil grazan,32260
12315,pergain taillac,32700
12316,catonvielle,32200
12317,lagarde,32700
12318,cannet,32400
12319,larroque engalin,32480
12320,saint andre,32200
12321,preignan,32810
12322,marseillan,32170
12323,saint blancard,32140
12324,castillon saves,32490
12325,castelnau sur l auvignon,32100
12326,beaumarches,32160
12327,roquelaure,32810
12328,courties,32230
12329,troncens,32230
12330,tachoires,32260
12331,touget,32430
12332,berrac,32480
12333,beaupuy,32600
12334,fources,32250
12335,plaisance,32160
12336,bazugues,32170
12337,lussan,32270
12338,marsolan,32700
12339,montaut,32300
12340,arblade le haut,32110
12341,riscle,32400
12342,laymont,32220
12343,mansempuy,32120
12344,sainte radegonde,32500
12345,averon bergelle,32290
12346,bajonnette,32120
12347,aubiet,32270
12348,saint lizier du plante,32220
12349,aussos,32140
12350,lectoure,32700
12351,seysses saves,32130
12352,labastide saves,32130
12353,saint aunix lengros,32160
12354,saint maur,32300
12355,lartigue,32450
12356,l isle arne,32270
12357,idrac respailles,32300
12358,saint medard,32300
12359,castelnavet,32290
12360,peyrecave,32340
12361,sauvimont,32220
12362,saint paul de baise,32190
12363,pebees,32130
12364,cazaux villecomtal,32230
12365,masseube,32140
12366,estampes,32170
12367,laas,32170
12368,saint cricq,32430
12369,cologne,32430
12370,margouet meymes,32290
12371,montegut saves,32220
12372,aux aussat,32170
12373,lasseran,32550
12374,leboulin,32810
12375,mielan,32170
12376,bars,32300
12377,mouches,32300
12378,antras,32360
12379,castera lectourois,32700
12380,saint antonin,32120
12381,fusterouau,32400
12382,louslitges,32230
12383,endoufielle,32600
12384,saint ost,32300
12385,fleurance,32500
12386,thoux,32430
12387,labarthete,32400
12388,tourdun,32230
12389,caupenne d armagnac,32110
12390,aujan mournede,32300
12391,monferran saves,32490
12392,beaumont,32100
12393,lagardere,32310
12394,mauleon d armagnac,32240
12395,sarraguzan,32170
12396,roquepine,32100
12397,saint mezard,32700
12398,blaziert,32100
12399,auterive,32550
12400,sarragachies,32400
12401,pis,32500
12402,puycasquier,32120
12403,jegun,32360
12404,labrihe,32120
12405,saint elix,32450
12406,goutz,32500
12407,cadeilhan,32380
12408,lalanne arque,32140
12409,valence sur baise,32310
12410,lasseube propre,32550
12411,labarthe,32260
12412,marguestau,32150
12413,sainte mere,32700
12414,mont de marrast,32170
12415,nogaro,32110
12416,cahuzac sur adour,32400
12417,gaujac,32220
12418,lavardens,32360
12419,goux,32400
12420,saint orens,32120
12421,ramouzens,32800
12422,saint martin de goyne,32480
12423,monferran plaves,32260
12424,montaut les creneaux,32810
12425,simorre,32420
12426,cazaux d angles,32190
12427,blanquefort,32270
12428,lupiac,32290
12429,sainte anne,32430
12430,gimont,32200
12431,duffort,32170
12432,boucagneres,32550
12433,roquefort,32390
12434,saint jean le comtal,32550
12435,caumont,32400
12436,scieurac et floures,32230
12437,bascous,32190
12438,tarsac,32400
12439,sansan,32260
12440,razengues,32600
12441,monclar,32150
12442,gazaupouy,32480
12443,toujouse,32240
12444,saint martin,32300
12445,saint clar,32380
12446,noilhan,32130
12447,boulaur,32450
12448,escorneboeuf,32200
12449,pujaudran,32600
12450,tieste uragnoux,32160
12451,garravet,32220
12452,faget abbatial,32450
12453,sirac,32430
12454,ceran,32500
12455,monties,32420
12456,castera verduzan,32410
12457,saint avit frandat,32700
12458,chelan,32140
12459,montegut arros,32730
12460,gaujan,32420
12461,castillon debats,32190
12462,saint leonard,32380
12463,villecomtal sur arros,32730
12464,tournecoupe,32380
12465,duran,32810
12466,castet arrouy,32340
12467,prechac sur adour,32160
12468,beraut,32100
12469,justian,32190
12470,perchede,32460
12471,saint antoine,32340
12472,castin,32810
12473,castelnau barbarens,32450
12474,roquebrune,32190
12475,bernede,32400
12476,laujuzan,32110
12477,miramont latour,32390
12478,roquelaure saint aubin,32430
12479,bives,32380
12480,solomiac,32120
12481,preneron,32190
12482,larroque saint sernin,32410
12483,monlaur bernet,32140
12484,vergoignan,32720
12485,bretagne d armagnac,32800
12486,sorbets,32110
12487,saint creac,32380
12488,sainte dode,32170
12489,lahas,32130
12490,segos,32400
12491,lasserade,32160
12492,villefranche,32420
12493,montesquiou,32320
12494,espaon,32220
12495,armentieux,32230
12496,monlezun,32230
12497,monclar sur losse,32300
12498,tourrenquets,32390
12499,semboues,32230
12500,marsan,32270
12501,saint michel,32300
12502,lias d armagnac,32240
12503,monpardiac,32170
12504,saint pierre d aubezies,32290
12505,bezeril,32130
12506,mas d auvignon,32700
12507,lannepax,32190
12508,mauvezin,32120
12509,augnax,32120
12510,castillon massas,32360
12511,saint griede,32110
12512,marestaing,32490
12513,ladeveze riviere,32230
12514,verlus,32400
12515,juilles,32200
12516,rejaumont,32390
12517,lanne soubiran,32110
12518,laree,32150
12519,montestruc sur gers,32390
12520,ju belloc,32160
12521,larressingle,32100
12522,beaucaire,32410
12523,saint jean poutge,32190
12524,maupas,32240
12525,le houga,32460
12526,fregouville,32490
12527,courrensan,32330
12528,estipouy,32300
12529,espas,32370
12530,saint loube,32220
12531,bezues bajon,32140
12532,saint martin d armagnac,32110
12533,encausse,32430
12534,montamat,32220
12535,barcugnan,32170
12536,manent montane,32140
12537,pavie,32550
12538,sarcos,32420
12539,gavarret sur aulouste,32390
12540,salles d armagnac,32370
12541,projan,32400
12542,campagne d armagnac,32800
12543,reans,32800
12544,ponsampere,32300
12545,ricourt,32230
12546,saint caprais,32200
12547,mirannes,32350
12548,estramiac,32380
12549,pellefigue,32420
12550,sainte christie d armagnac,32370
12551,avensac,32120
12552,l isle de noe,32300
12553,lias,32600
12554,montiron,32200
12555,maignaut tauzia,32310
12556,monlezun d armagnac,32240
12557,sere,32140
12558,arrouede,32140
12559,saint bres,32120
12560,urgosse,32110
12561,sauveterre,32220
12562,nizas,32130
12563,sempesserre,32700
12564,magnan,32110
12565,miradoux,32340
12566,cazeneuve,32800
12567,saint jean d illac,33127
12568,guitres,33230
12569,canejan,33610
12570,le bouscat,33110
12571,casseuil,33190
12572,genissac,33420
12573,libourne,33500
12574,le barp,33114
12575,virsac,33240
12576,lavazan,33690
12577,flaujagues,33350
12578,salaunes,33160
12579,origne,33113
12580,saint christophe des bardes,33330
12581,bonzac,33910
12582,petit palais et cornemps,33570
12583,soussac,33790
12584,cerons,33720
12585,beautiran,33640
12586,salignac,33240
12587,perissac,33240
12588,merignas,33350
12589,daignac,33420
12590,saint hilaire de la noaille,33190
12591,floirac,33270
12592,prignac et marcamps,33710
12593,baron,33750
12594,mazeres,33210
12595,langon,33210
12596,saint seurin de cursac,33390
12597,saint laurent medoc,33112
12598,ambes,33810
12599,la sauve,33670
12600,saint hippolyte,33330
12601,saint martin de lerm,33540
12602,plassac,33390
12603,villenave de rions,33550
12604,puynormand,33660
12605,montussan,33450
12606,les billaux,33500
12607,coutures,33580
12608,saint germain de la riviere,33240
12609,saint emilion,33330
12610,espiet,33420
12611,blasimon,33540
12612,eyrans,33390
12613,saint genes de lombaud,33670
12614,fronsac,33126
12615,martillac,33650
12616,cazats,33430
12617,escoussans,33760
12618,camps sur l isle,33660
12619,maransin,33230
12620,marcenais,33620
12621,gradignan,33170
12622,lussac,33570
12623,vertheuil,33180
12624,labarde,33460
12625,tizac de curton,33420
12626,lamothe landerron,33190
12627,saint pierre de mons,33210
12628,pompignac,33370
12629,fours,33390
12630,sainte colombe,33350
12631,sauveterre de guyenne,33540
12632,sainte foy la longue,33490
12633,bieujac,33210
12634,bagas,33190
12635,blaignac,33190
12636,saint antoine du queyret,33790
12637,fargues,33210
12638,lugasson,33760
12639,bommes,33210
12640,saint pierre de bat,33760
12641,saint estephe,33180
12642,ladaux,33760
12643,grignols,33690
12644,saint vivien de blaye,33920
12645,saint symphorien,33113
12646,bourdelles,33190
12647,la reole,33190
12648,caumont,33540
12649,mongauzy,33190
12650,branne,33420
12651,saint leon,33670
12652,puybarban,33190
12653,saint seurin sur l isle,33660
12654,coutras,33230
12655,lugaignac,33420
12656,monprimblanc,33410
12657,coimeres,33210
12658,francs,33570
12659,saint genes de castillon,33350
12660,belin beliet,33830
12661,porcheres,33660
12662,saint etienne de lisse,33330
12663,neuffons,33580
12664,loupiac de la reole,33190
12665,saint trojan,33710
12666,comps,33710
12667,cenac,33360
12668,leogeats,33210
12669,noaillan,33730
12670,saint pey d armens,33330
12671,biganos,33380
12672,saint macaire,33490
12673,cezac,33620
12674,virelade,33720
12675,vayres,33870
12676,bouliac,33270
12677,vignonet,33330
12678,valeyrac,33340
12679,bordeaux,33000-33100-33200-33300-33800
12680,berthez,33124
12681,cubzac les ponts,33240
12682,saint come,33430
12683,villegouge,33141
12684,saint andre et appelles,33220
12685,civrac de blaye,33920
12686,baurech,33880
12687,saint laurent du bois,33540
12688,les artigues de lussac,33570
12689,arveyres,33500
12690,queyrac,33340
12691,mombrier,33710
12692,illats,33720
12693,neac,33500
12694,escaudes,33840
12695,les salles de castillon,33350
12696,saint christoly medoc,33340
12697,bonnetan,33370
12698,campugnan,33390
12699,jau dignac et loirac,33590
12700,prignac en medoc,33340
12701,arsac,33460
12702,jugazan,33420
12703,margaux,33460
12704,pompejac,33730
12705,marcheprime,33380
12706,aillas,33124
12707,loupiac,33410
12708,begles,33130
12709,gajac,33430
12710,nerigean,33750
12711,langoiran,33550
12712,cubnezais,33620
12713,croignon,33750
12714,lansac,33710
12715,saint philippe du seignal,33220
12716,prechac,33730
12717,villandraut,33730
12718,saint martin du bois,33910
12719,verdelais,33490
12720,macau,33460
12721,parempuyre,33290
12722,daubeze,33540
12723,beguey,33410
12724,cauvignac,33690
12725,audenge,33980
12726,sigalens,33690
12727,landerrouet sur segur,33540
12728,marimbault,33430
12729,castelnau de medoc,33480
12730,saint selve,33650
12731,la roquille,33220
12732,saint leger de balson,33113
12733,saint sauveur de puynormand,33660
12734,bayon sur gironde,33710
12735,bassens,33530
12736,budos,33720
12737,pondaurat,33190
12738,saint genes de blaye,33390
12739,gornac,33540
12740,sauviac,33430
12741,montignac,33760
12742,cessac,33760
12743,saint magne,33125
12744,saint aubin de medoc,33160
12745,carcans,33121
12746,le haillan,33185
12747,pineuilh,33220
12748,goualade,33840
12749,aubiac,33430
12750,cantois,33760
12751,masseilles,33690
12752,les leves et thoumeyragues,33220
12753,lestiac sur garonne,33550
12754,lesparre medoc,33340
12755,saint laurent du plan,33190
12756,saint ciers sur gironde,33820
12757,bellefond,33760
12758,quinsac,33360
12759,aubie et espessas,33240
12760,blaye,33390
12761,begadan,33340
12762,pellegrue,33790
12763,saint medard d eyrans,33650
12764,gironde sur dropt,33190
12765,saint girons d aiguevives,33920
12766,tauriac,33710
12767,la teste de buch,33260
12768,castelviel,33540
12769,mauriac,33540
12770,cabanac et villagrains,33650
12771,yvrac,33370
12772,eysines,33320
12773,saint avit saint nazaire,33220
12774,birac,33430
12775,gans,33430
12776,loubens,33190
12777,saint morillon,33650
12778,gours,33660
12779,saint androny,33390
12780,brannens,33124
12781,anglade,33390
12782,lamarque,33460
12783,pauillac,33250
12784,bazas,33430
12785,donnezac,33860
12786,saint ciers d abzac,33910
12787,arcachon,33120
12788,saint caprais de blaye,33820
12789,pomerol,33500
12790,camiran,33190
12791,mazion,33390
12792,saint savin,33920
12793,bourg,33710
12794,landiras,33720
12795,talais,33590
12796,saugon,33920
12797,saint michel de fronsac,33126
12798,saint martial,33490
12799,fargues saint hilaire,33370
12800,cadillac,33410
12801,gujan mestras,33470
12802,abzac,33230
12803,cardan,33410
12804,saint antoine sur l isle,33660
12805,sainte gemme,33580
12806,sablons,33910
12807,saint loubes,33450
12808,vensac,33590
12809,saint sulpice et cameyrac,33450
12810,andernos les bains,33510
12811,saint medard en jalles,33160
12812,captieux,33840
12813,riocaud,33220
12814,saint christophe de double,33230
12815,saint michel de lapujade,33190
12816,cars,33390
12817,saucats,33650
12818,toulenne,33210
12819,la lande de fronsac,33240
12820,saint laurent d arce,33240
12821,saint seurin de cadourne,33180
12822,martres,33760
12823,pleine selve,33820
12824,chamadelle,33230
12825,marcillac,33860
12826,cleyrac,33540
12827,cartelegue,33390
12828,le teich,33470
12829,blanquefort,33290
12830,saint caprais de bordeaux,33880
12831,naujac sur mer,33990
12832,soulac sur mer,33780
12833,camarsac,33750
12834,saint germain du puch,33750
12835,artigues pres bordeaux,33370
12836,bellebat,33760
12837,saint sauveur,33250
12838,ares,33740
12839,tresses,33370
12840,ordonnac,33340
12841,saint palais,33820
12842,margueron,33220
12843,saint yzan de soudiac,33920
12844,grezillac,33420
12845,le verdon sur mer,33123
12846,tabanac,33550
12847,saint vincent de pertignas,33420
12848,lagorce,33230
12849,saint germain d esteuil,33340
12850,saint michel de castelnau,33840
12851,haux,33550
12852,baigneaux,33760
12853,bruges,33520
12854,saint quentin de caplong,33220
12855,generac,33920
12856,civrac en medoc,33340
12857,cantenac,33460
12858,fosses et baleyssac,33190
12859,saint mariens,33620
12860,salleboeuf,33370
12861,saint martin de laye,33910
12862,romagne,33760
12863,rimons,33580
12864,dardenac,33420
12865,donzac,33410
12866,saint quentin de baron,33750
12867,camiac et saint denis,33420
12868,lignan de bazas,33430
12869,barie,33190
12870,pujols,33350
12871,castillon de castets,33210
12872,cours de monsegur,33580
12873,saint louis de montferrand,33440
12874,moulon,33420
12875,le pian medoc,33290
12876,verac,33240
12877,pessac sur dordogne,33890
12878,saint genes de fronsac,33240
12879,frontenac,33760
12880,fontet,33190
12881,saint sulpice de pommiers,33540
12882,hostens,33125
12883,coirac,33540
12884,mesterrieux,33540
12885,teuillac,33710
12886,caudrot,33490
12887,tayac,33570
12888,mouillac,33240
12889,carignan de bordeaux,33360
12890,le tuzan,33125
12891,martignas sur jalle,33127
12892,grayan et l hopital,33590
12893,faleyras,33760
12894,cours les bains,33690
12895,gabarnac,33410
12896,cissac medoc,33250
12897,lartigue,33840
12898,vendays montalivet,33930
12899,saint michel de rieufret,33720
12900,blaignan,33340
12901,saint loubert,33210
12902,lugon et l ile du carnay,33240
12903,saint andre du bois,33490
12904,isle saint georges,33640
12905,pugnac,33710
12906,saint gervais,33240
12907,gauriaguet,33240
12908,noaillac,33190
12909,saint jean de blaignac,33420
12910,taillecavat,33580
12911,omet,33410
12912,hourtin,33990
12913,le nizan,33430
12914,saint medard de guizieres,33230
12915,braud et saint louis,33820
12916,avensan,33480
12917,tizac de lapouyade,33620
12918,peujard,33240
12919,arcins,33460
12920,eynesse,33220
12921,lacanau,33680
12922,lormont,33310
12923,savignac de l isle,33910
12924,bayas,33230
12925,juillac,33890
12926,carbon blanc,33560
12927,rauzan,33420
12928,uzeste,33730
12929,villenave d ornon,33140
12930,saint laurent des combes,33330
12931,dieulivol,33580
12932,saint philippe d aiguille,33350
12933,arbis,33760
